OTU,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:2109:25075:16766__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH231466.06FU
M00598:87:000000000-J7KGW:1:2109:26698:7869__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_unidentified,Chaetothyriales_unidentified_1,Chaetothyriales_sp|SH232791.06FU
M00598:87:000000000-J7KGW:1:2109:28514:10954__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237076.06FU
M00598:87:000000000-J7KGW:1:2109:7391:14221__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_pygmaea|SH208091.06FU
M00598:87:000000000-J7KGW:1:2109:7532:11569__kiwi2020__AG0529-0646__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia_sp|SH212839.06FU
M00598:87:000000000-J7KGW:1:2109:7545:20708__kiwi2020__AG0529-0891__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_unidentified,Tremellales_unidentified_1,Tremellales_sp|SH229402.06FU
M00598:87:000000000-J7KGW:1:2109:7641:9021__kiwi2020__AG0529-0396__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH234738.06FU
M00598:87:000000000-J7KGW:1:2109:8529:7167__kiwi2020__AG0529-0862__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH239595.06FU
M00598:87:000000000-J7KGW:1:2109:9239:9635__kiwi2020__AG0529-0961__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH236957.06FU
M00598:87:000000000-J7KGW:1:2109:9486:20149__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_unidentified,Pleosporaceae_sp|SH211758.06FU
M00598:87:000000000-J7KGW:1:2110:10432:6930__kiwi2020__AG0529-0985__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Elaphocordyceps,Elaphocordyceps_ophioglossoides|SH197947.06FU
M00598:87:000000000-J7KGW:1:2110:10488:24199__kiwi2020__AG0529-0911__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH205662.06FU
M00598:87:000000000-J7KGW:1:2110:11459:23820__kiwi2020__AG0529-0475__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora|SH196230.06FU
M00598:87:000000000-J7KGW:1:2110:12755:11178__kiwi2020__AG0529-0911__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_equina|SH230191.06FU
M00598:87:000000000-J7KGW:1:2110:13634:15306__kiwi2020__AG0529-0112__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Rhizinaceae,Phymatotrichopsis,Phymatotrichopsis_omnivora|SH207548.06FU
M00598:87:000000000-J7KGW:1:2110:14420:8620__kiwi2020__AG0529-0922__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllaceae_unidentified,Lyophyllaceae_sp|SH193028.06FU
M00598:87:000000000-J7KGW:1:2110:14556:16404__kiwi2020__AG0529-0875__ITS1F,Fungi,Basidiomycota,Cystobasidiomycetes,Incertae_sedis_58,Incertae_sedis_59,Sakaguchia,Sakaguchia_dacryoidea|SH225721.06FU
M00598:87:000000000-J7KGW:1:2110:16488:4479__kiwi2020__AG0529-0632__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Davidiella,Davidiella_tassiana|SH196750.06FU
M00598:87:000000000-J7KGW:1:2110:16533:19732__kiwi2020__AG0529-0859__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_kanchanaburiensis|SH213735.06FU
M00598:87:000000000-J7KGW:1:2110:16827:5344__kiwi2020__AG0529-0883__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH235187.06FU
M00598:87:000000000-J7KGW:1:2110:17872:4082__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_levitum|SH201029.06FU
M00598:87:000000000-J7KGW:1:2110:18049:12639__kiwi2020__AG0529-0969__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_hyalina|SH214843.06FU
M00598:87:000000000-J7KGW:1:2110:18862:11419__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,Volutella_sp_MSX_58801|SH235544.06FU
M00598:87:000000000-J7KGW:1:2110:19339:10155__kiwi2020__AG0529-0535__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_echinosphaera|SH202062.06FU
M00598:87:000000000-J7KGW:1:2110:19608:20287__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Sphaerostilbella,Sphaerostilbella_aureonitens|SH227283.06FU
M00598:87:000000000-J7KGW:1:2110:19698:24469__kiwi2020__AG0529-0476__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:2110:19847:24952__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocomaceae_unidentified,Trichocomaceae_sp|SH225850.06FU
M00598:87:000000000-J7KGW:1:2110:20019:11380__kiwi2020__AG0529-0929__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_laibachii|SH218729.06FU
M00598:87:000000000-J7KGW:1:2110:20315:26243__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Hyponectriaceae_unidentified,Hyponectriaceae_sp|SH189864.06FU
M00598:87:000000000-J7KGW:1:2110:20526:23902__kiwi2020__AG0529-1154__ITS1F,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH229800.06FU
M00598:87:000000000-J7KGW:1:2110:20613:4878__kiwi2020__AG0529-0877__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_sp_VY_120|SH229458.06FU
M00598:87:000000000-J7KGW:1:2110:21033:21517__kiwi2020__AG0529-1047__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH209183.06FU
M00598:87:000000000-J7KGW:1:2110:21199:17622__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Pucciniomycetes,Pucciniomycetes_unidentified,Pucciniomycetes_unidentified_1,Pucciniomycetes_unidentified_1,Pucciniomycetes_sp|SH228016.06FU
M00598:87:000000000-J7KGW:1:2110:21699:3493__kiwi2020__AG0529-0476__ITS1F,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH196126.06FU
M00598:87:000000000-J7KGW:1:2110:21866:14584__kiwi2020__AG0529-0889__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
M00598:87:000000000-J7KGW:1:2110:23589:20463__kiwi2020__AG0529-0922__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_hispida|SH222862.06FU
M00598:87:000000000-J7KGW:1:2110:24479:13687__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Epicoccum,Epicoccum_nigrum|SH197545.06FU
M00598:87:000000000-J7KGW:1:2110:25416:13170__kiwi2020__AG0529-0376__ITS1F,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_appendiculatus|SH236515.06FU
M00598:87:000000000-J7KGW:1:2110:25938:7699__kiwi2020__AG0529-1038__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellales_unidentified,Mortierellales_unidentified_1,Mortierellales_sp|SH206387.06FU
M00598:87:000000000-J7KGW:1:2110:27567:12589__kiwi2020__AG0529-0787__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_aurantiaca|SH205600.06FU
M00598:87:000000000-J7KGW:1:2110:27980:18969__kiwi2020__AG0529-0922__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp_JEL_001|SH241813.06FU
M00598:87:000000000-J7KGW:1:2110:4771:20262__kiwi2020__AG0529-0862__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierellaceae_unidentified,Mortierellaceae_sp|SH197925.06FU
M00598:87:000000000-J7KGW:1:2110:8260:13251__kiwi2020__AG0529-1157__ITS1F,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothioraceae_unidentified,Dothioraceae_sp|SH231446.06FU
M00598:87:000000000-J7KGW:1:2111:10524:15602__kiwi2020__AG0529-0922__ITS1F,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp_JEL_001|SH241813.06FU
M00598:87:000000000-J7KGW:1:2111:11266:20437__kiwi2020__AG0529-0109__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_oryzicola|SH215231.06FU
M00598:87:000000000-J7KGW:1:2111:11574:25775__kiwi2020__AG0529-0085__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Incertae_sedis_11_unidentified,Saccharomycetales_sp|SH234406.06FU
M00598:87:000000000-J7KGW:1:2111:12493:5550__kiwi2020__AG0529-0850__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH219632.06FU
M00598:87:000000000-J7KGW:1:2111:13704:9868__kiwi2020__AG0529-0899__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon_mucoides|SH218730.06FU
M00598:87:000000000-J7KGW:1:2111:14871:19261__kiwi2020__AG0529-0654__ITS1F,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_fuscum|SH228098.06FU
M00598:87:000000000-J7KGW:1:2111:14947:19682__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Magnaporthaceae,Mycoleptodiscus,Mycoleptodiscus_sp_R_4426|SH214064.06FU
M00598:87:000000000-J7KGW:1:2111:15357:12538__kiwi2020__AG0529-0920__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Lentamycetaceae,Lentamyces,Lentamyces_zychae|SH239849.06FU
M00598:87:000000000-J7KGW:1:2111:15648:27367__kiwi2020__AG0529-0476__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_dichotoma|SH212350.06FU
M00598:87:000000000-J7KGW:1:2111:15893:3585__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruberrimus|SH196707.06FU
M00598:87:000000000-J7KGW:1:2111:15906:14134__kiwi2020__AG0529-0917__ITS1F,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,Ruhlandiella_sp_RH_2012|SH241421.06FU
M00598:87:000000000-J7KGW:1:2111:16745:8228__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_rugulosus|SH210334.06FU
M00598:87:000000000-J7KGW:1:2111:16880:20688__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH215035.06FU
M00598:87:000000000-J7KGW:1:2111:17107:2674__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Cryptococcus,Cryptococcus_friedmannii|SH235990.06FU
M00598:87:000000000-J7KGW:1:2111:17564:12495__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Incertae_sedis_28,Exidia,Exidia_pithya|SH225277.06FU
M00598:87:000000000-J7KGW:1:2111:17839:19457__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp_MH248|SH201057.06FU
M00598:87:000000000-J7KGW:1:2111:17874:23951__kiwi2020__AG0529-0397__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_digboiensis|SH222487.06FU
M00598:87:000000000-J7KGW:1:2111:18215:16460__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195240.06FU
M00598:87:000000000-J7KGW:1:2111:18406:6035__kiwi2020__AG0529-0632__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH241083.06FU
M00598:87:000000000-J7KGW:1:2111:19637:7982__kiwi2020__AG0529-0929__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Incertae_sedis_12_unidentified,Tremellales_sp|SH197180.06FU
M00598:87:000000000-J7KGW:1:2111:19926:13481__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH222849.06FU
M00598:87:000000000-J7KGW:1:2111:20981:9766__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH195036.06FU
M00598:87:000000000-J7KGW:1:2111:21923:23657__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_communis|SH220624.06FU
M00598:87:000000000-J7KGW:1:2111:22226:8547__kiwi2020__AG0529-0850__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
M00598:87:000000000-J7KGW:1:2111:22264:20476__kiwi2020__AG0529-0660__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Mucor,Mucor_circinelloides_f._circinelloides|SH226011.06FU
M00598:87:000000000-J7KGW:1:2111:22323:9376__kiwi2020__AG0529-0929__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Hannaella,Hannaella_luteola|SH197177.06FU
M00598:87:000000000-J7KGW:1:2111:22729:17607__kiwi2020__AG0529-1159__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_unidentified,Cantharellales_unidentified_1,Cantharellales_sp|SH214995.06FU
M00598:87:000000000-J7KGW:1:2111:24205:24902__kiwi2020__AG0529-0586__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_sp|SH201673.06FU
M00598:87:000000000-J7KGW:1:2111:24914:20698__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,Arachniotus_aurantiacus|SH212271.06FU
M00598:87:000000000-J7KGW:1:2111:27342:11768__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH241682.06FU
M00598:87:000000000-J7KGW:1:2111:8871:12783__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp|SH235787.06FU
M00598:87:000000000-J7KGW:1:2111:9398:15552__kiwi2020__AG0529-1169__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,Ramaria_sp_5_RG_2012|SH199234.06FU
M00598:87:000000000-J7KGW:1:2112:11329:14686__kiwi2020__AG0529-0769__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Kockovaella,Kockovaella_vietnamensis|SH195544.06FU
M00598:87:000000000-J7KGW:1:2112:11758:14576__kiwi2020__AG0529-0467__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH215036.06FU
M00598:87:000000000-J7KGW:1:2112:12098:6834__kiwi2020__AG0529-1154__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_sp_1_TMS_2011|SH223196.06FU
M00598:87:000000000-J7KGW:1:2112:12816:6660__kiwi2020__AG0529-0656__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_subhashii|SH241303.06FU
M00598:87:000000000-J7KGW:1:2112:13077:8408__kiwi2020__AG0529-0584__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH216410.06FU
M00598:87:000000000-J7KGW:1:2112:14475:22829__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198059.06FU
M00598:87:000000000-J7KGW:1:2112:15048:13325__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Lecanoromycetes,Baeomycetales,Baeomycetaceae,Baeomyces,Baeomyces_sp|SH236010.06FU
M00598:87:000000000-J7KGW:1:2112:16505:12764__kiwi2020__AG0529-0909__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeriaceae_unidentified,Lasiosphaeriaceae_sp|SH238403.06FU
M00598:87:000000000-J7KGW:1:2112:16916:14647__kiwi2020__AG0529-0475__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_hyalina|SH214833.06FU
M00598:87:000000000-J7KGW:1:2112:17701:18348__kiwi2020__AG0529-1169__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Embellisia,Embellisia_planifunda|SH224790.06FU
M00598:87:000000000-J7KGW:1:2112:19862:18507__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
M00598:87:000000000-J7KGW:1:2112:19916:16856__kiwi2020__AG0529-1156__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH197949.06FU
M00598:87:000000000-J7KGW:1:2112:20034:12899__kiwi2020__AG0529-0912__ITS1F,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
M00598:87:000000000-J7KGW:1:2112:20245:21297__kiwi2020__AG0529-0928__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_equina|SH230191.06FU
M00598:87:000000000-J7KGW:1:2112:20390:14783__kiwi2020__AG0529-0087__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH198059.06FU
M00598:87:000000000-J7KGW:1:2112:21060:9370__kiwi2020__AG0529-0087__ITS1F,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_pini|SH212657.06FU
M00598:87:000000000-J7KGW:1:2112:22419:17106__kiwi2020__AG0529-0997__ITS1F,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_sp|SH197547.06FU
M00598:87:000000000-J7KGW:1:2112:23739:14718__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bullera,Bullera_sp_TY_154|SH229401.06FU
M00598:87:000000000-J7KGW:1:2112:24380:25408__kiwi2020__AG0529-0971__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectriaceae_unidentified,Nectriaceae_sp|SH217359.06FU
M00598:87:000000000-J7KGW:1:2112:25844:9743__kiwi2020__AG0529-0476__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_virgatum|SH201030.06FU
M00598:87:000000000-J7KGW:1:2112:26371:15518__kiwi2020__AG0529-0883__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_adametzii|SH213191.06FU
M00598:87:000000000-J7KGW:1:2112:27990:11026__kiwi2020__AG0529-0929__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp_CBS_8358|SH219363.06FU
M00598:87:000000000-J7KGW:1:2112:28162:14271__kiwi2020__AG0529-0091__ITS1F,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Cyberlindnera,Cyberlindnera_jadinii|SH230260.06FU
M00598:87:000000000-J7KGW:1:2112:5841:12684__kiwi2020__AG0529-1128__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
M00598:87:000000000-J7KGW:1:2112:6552:19497__kiwi2020__AG0529-0924__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacinaceae_unidentified,Sebacinaceae_sp|SH234126.06FU
M00598:87:000000000-J7KGW:1:2112:9272:16895__kiwi2020__AG0529-0086__ITS1F,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruberrimus|SH196707.06FU
M00598:87:000000000-J7KGW:1:2112:9429:19132__kiwi2020__AG0529-0912__ITS1F,Fungi,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Orpinomyces,Orpinomyces_sp_NIANP60|SH192579.06FU
M00598:87:000000000-J7KGW:1:2112:9570:16692__kiwi2020__AG0529-0655__ITS1F,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_unidentified,Agaricales_unidentified_1,Agaricales_sp|SH239391.06FU
M00598:87:000000000-J7KGW:1:2113:10479:14867__kiwi2020__AG0529-1121__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH195163.06FU
M00598:87:000000000-J7KGW:1:2113:10771:19568__kiwi2020__AG0529-0492__ITS1F,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierellaceae_unidentified,Mortierellaceae_sp|SH233919.06FU
M00598:87:000000000-J7KGW:1:2113:12027:16612__kiwi2020__AG0529-0877__ITS1F,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp_BPI_878275|SH219545.06FU
M00598:87:000000000-J7KGW:1:2113:12691:24993__kiwi2020__AG0529-0862__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH211028.06FU
M00598:87:000000000-J7KGW:1:2113:13464:7624__kiwi2020__AG0529-0769__ITS1F,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_unidentified,Hyaloscyphaceae_sp|SH189798.06FU
M00598:87:000000000-J7KGW:1:2113:14876:26403__kiwi2020__AG0529-1157__ITS1F,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_capitatum|SH212070.06FU
M00598:87:000000000-J7KGW:1:2113:15051:23864__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH228189.06FU
M00598:87:000000000-J7KGW:1:2113:15304:27534__kiwi2020__AG0529-0805__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_daleae|SH201068.06FU
M00598:87:000000000-J7KGW:1:2113:17426:8390__kiwi2020__AG0529-0961__ITS1F,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
M00598:87:000000000-J7KGW:1:2113:17888:26321__kiwi2020__AG0529-1154__ITS1F,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Agaricostilbum,Agaricostilbum_hyphaenes|SH218357.06FU
M00598:87:000000000-J7KGW:1:2113:18673:16436__kiwi2020__AG0529-0875__ITS1F,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_bilaiae|SH213210.06FU
